"id","host_id","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_total_listings_count","host_verifications","host_identity_verified","neighbourhood","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","guests_included","minimum_nights","cancellation_policy","price"
"866876","4068903","2012-11-05","within a day","60%","","f","2.0","{email, phone, facebook, reviews, kba, work_email}","t","Williamsburg","Apartment","Private room","2","1.5","3.0","3.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Heating,Family/kid friendly,Suitable for events,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,Self Check-In,Keypad}","1","5","moderate","$79.00"
"3095023","15740307","2014-05-19","within a day","100%","","f","1.0","{email, phone, reviews, kba}","t","Chelsea","Apartment","Entire home/apt","1","1.0","0.0","1.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Essentials,24-hour check-in,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","1","strict","$89.00"
"20166404","143518238","2017-07-31","within an hour","100%","","f","2.0","{email, phone, reviews, jumio, offline_government_id, government_id}","f","Harlem","Apartment","Entire home/apt","5","1.0","1.0","4.0","Real Bed","{TV,Cable TV,Wireless Internet,Air conditioning,Kitchen,Elevator,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Bathtub,Window guards,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,Long term stays allowed,Hot water kettle}","4","2","strict","$135.00"
"18893482","45397550","2015-09-29","within a day","75%","","f","1.0","{email, phone, google, reviews, jumio, offline_government_id, selfie, government_id, identity_manual}","t","Bedford-Stuyvesant","Apartment","Private room","2","1.0","1.0","2.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Heating,Smoke detector,Carbon monoxide detector,Essentials,Lock on bedroom door,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","2","2","moderate","$50.00"
"9343025","23638971","2014-11-12","within an hour","100%","","t","1.0","{email, phone, reviews, jumio}","t","Astoria","Apartment","Entire home/apt","4","1.0","1.0","2.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Smoke detector,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_50}","1","1","strict","$95.00"
"9043905","3331710","2012-08-21","within a day","90%","","f","1.0","{email, phone, facebook, reviews, kba}","t","Greenwich Village","Apartment","Entire home/apt","2","1.0","1.0","1.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace}","1","2","strict","$200.00"
"6738207","8965532","2013-09-21","","","","f","1.0","{email, phone, reviews}","f","Lower East Side","Apartment","Entire home/apt","2","1.0","1.0","1.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","1","strict","$120.00"
"17759478","88043058","2016-08-04","within an hour","100%","","f","4.0","{email, phone, reviews, jumio, offline_government_id, government_id}","t","Bedford-Stuyvesant","House","Private room","4","1.0","1.0","2.0","Real Bed","{TV,Cable TV,Wireless Internet,Kitchen,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Self Check-In,Keypad,Window guards,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove}","1","1","strict","$89.00"
"16823318","111931229","2017-01-17","within a day","90%","","f","1.0","{email, phone, reviews}","f","Kips Bay","Apartment","Shared room","1","2.0","1.0","1.0","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Elevator,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","4","strict","$49.00"
"2163379","1657558","2012-01-26","within a few hours","90%","","f","3.0","{email, phone, facebook, reviews}","f","Williamsburg","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Free parking on premises,Elevator,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer}","1","2","strict","$85.00"
"15036036","55877302","2016-01-24","","","","f","1.0","{email, phone, facebook, reviews, kba}","t","Upper East Side","Apartment","Entire home/apt","2","1.0","0.0","1.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace}","1","2","flexible","$160.00"
"11828207","63013718","2016-03-14","within an hour","100%","","f","1.0","{email, phone, reviews, jumio, selfie, government_id, identity_manual, work_email}","f","East Harlem","Apartment","Entire home/apt","3","1.0","0.0","1.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Smoke detector,Fire extinguisher,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self Check-In,Lockbox,Bed linens,Coffee maker,Refrigerator,Oven,Stove}","2","1","strict","$140.00"
"1618339","8610127","2013-09-03","within a few hours","100%","","f","1.0","{email, phone, reviews}","f","Midtown","Apartment","Entire home/apt","1","1.0","0.0","1.0","Pull-out Sofa","{Wireless Internet,Kitchen,Breakfast,Heating,Washer,Dryer,Carbon monoxide detector,First aid kit,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Single level home,Garden or backyard}","1","3","flexible","$165.00"
"13731150","10733521","2013-12-20","within an hour","100%","","f","2.0","{email, phone, reviews, jumio}","t","NoHo","Apartment","Entire home/apt","10","2.0","4.0","4.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Doorman,Bathtub}","1","2","moderate","""$1,100.00"""
"17362069","41429901","2015-08-14","within a day","100%","","f","1.0","{email, phone, reviews, jumio, kba}","t","Prospect-Lefferts Gardens","Apartment","Entire home/apt","3","1.0","1.0","1.0","Real Bed","{TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Pets allowed,Elevator,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Safety card,Essentials,Shampoo,Lock on bedroom door,Hangers,Iron,Laptop friendly workspace}","2","2","strict","$150.00"
"10460113","16480700","2014-06-07","within an hour","100%","","f","5.0","{email, phone, reviews, jumio}","t","Harlem","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron}","1","1","strict","$85.00"
"19120657","15495000","2014-05-13","","","","f","1.0","{email, phone, google, reviews, kba}","t","Prospect-Lefferts Gardens","Apartment","Entire home/apt","2","1.0","1.0","1.0","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Elevator,Heating,Smoke detector,Carbon monoxide detector,Essentials,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self Check-In,Lockbox}","1","2","strict","$66.00"
"16269161","104626152","2016-11-21","","","","f","4.0","{phone, reviews}","f","Bedford-Stuyvesant","Apartment","Private room","2","2.0","1.0","1.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Essentials,Hangers,Laptop friendly workspace}","1","2","flexible","$200.00"
"13375642","1949282","2012-03-18","within an hour","100%","","t","3.0","{email, phone, facebook, reviews, kba}","t","Bushwick","House","Private room","2","1.5","1.0","1.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Hot water}","1","2","flexible","$55.00"
"13447505","45764240","2015-10-04","","","","f","1.0","{email, phone, reviews, jumio, offline_government_id, selfie, government_id, identity_manual, work_email}","f","Sunset Park","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Heating,Smoke detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","3","flexible","$90.00"
"20409516","145551037","2017-08-11","within a few hours","100%","","f","1.0","{phone, reviews}","f","Douglaston","House","Entire home/apt","5","1.5","3.0","3.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Washer,Dryer,Smoke detector,Fire extinguisher,Essentials,Hangers,Laptop friendly workspace,Private entrance}","1","2","moderate","$150.00"
"16248277","106233552","2016-12-05","within an hour","100%","","f","1.0","{email, phone, reviews}","f","East Elmhurst","Villa","Entire home/apt","6","2.0","4.0","6.0","Real Bed","{Wireless Internet,Kitchen,Heating,Smoke detector,Carbon monoxide detector,Safety card,Essentials,Lock on bedroom door,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self Check-In,Keypad,Private entrance,Bed linens,Microwave,Coffee maker,Refrigerator,Patio or balcony,Step-free access}","6","2","strict","$259.00"
"18669801","119952908","2017-03-09","","","","f","1.0","{email, phone, reviews}","f","Long Island City","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Hot water,Bed linens,Extra pillows and blankets,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove}","1","1","moderate","$69.00"
"15018397","37723496","2015-07-06","within an hour","100%","","t","2.0","{email, phone, reviews, jumio, kba}","t","DUMBO","Loft","Private room","2","1.5","1.0","1.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Hot water,Bed linens,Extra pillows and blankets,Ethernet connection,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,Luggage dropoff allowed,Waterfront,Hot water kettle}","1","2","moderate","$125.00"
"5794806","257676","2010-10-10","within an hour","100%","","f","3.0","{email, phone, facebook, reviews, kba, work_email}","t","Flatbush","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Free parking on premises,Pets allowed,Gym,Breakfast,Pets live on this property,Dog(s),Elevator,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace}","1","1","strict","$99.00"
"12218763","11828126","2014-01-31","","","","f","1.0","{email, phone, linkedin, reviews, kba}","t","Sunnyside","Apartment","Entire home/apt","8","1.0","0.0","4.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Elevator,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace}","1","1","flexible","$180.00"
"15990592","103141263","2016-11-09","within an hour","100%","","f","2.0","{email, phone, google, reviews, jumio, government_id}","t","Kensington","Apartment","Entire home/apt","4","1.0","1.0","3.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace}","1","1","strict","$90.00"
"4503472","23353897","2014-11-04","within an hour","100%","","f","1.0","{email, phone, reviews, jumio}","t","Park Slope","House","Entire home/apt","3","1.0","2.0","2.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,24-hour check-in,Hangers,Hair dryer,Iron}","1","3","strict","$130.00"
"3772353","10616563","2013-12-14","within an hour","100%","","f","1.0","{email, phone, reviews, kba}","t","Chelsea","Apartment","Entire home/apt","3","1.0","1.0","2.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Self Check-In,Doorman}","1","2","moderate","$350.00"
"9730117","68890","2010-01-08","within an hour","100%","","t","3.0","{email, phone, reviews, kba}","t","Bedford-Stuyvesant","Loft","Entire home/apt","4","1.0","1.0","2.0","Real Bed","{Internet,Wireless Internet,Kitchen,Pets allowed,Indoor fireplace,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Laptop friendly workspace}","2","3","strict","$250.00"
"8383833","40532977","2015-08-04","within an hour","100%","","f","5.0","{email, phone, reviews, kba}","t","Bedford-Stuyvesant","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Dog(s),Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","2","30","strict","$33.00"
"19345351","135060128","2017-06-14","within a few hours","100%","","f","1.0","{email, phone, google, reviews, jumio, offline_government_id, government_id}","t","Brighton Beach","Apartment","Private room","3","1.0","1.0","3.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Elevator,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,Bed linens,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove}","1","1","flexible","$80.00"
"20654850","5742751","2013-04-02","within an hour","100%","","f","1.0","{email, phone, facebook, google, linkedin, reviews, kba, work_email}","t","Upper East Side","Apartment","Private room","3","1.0","1.0","1.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Smoke detector,Carbon monoxide detector,Essentials,Lock on bedroom door,Hair dryer,Self Check-In,Lockbox,Private living room,Private entrance}","1","1","flexible","$100.00"
"14911767","3609819","2012-09-18","","","","f","1.0","{email, phone, manual_online, facebook, reviews, manual_offline, jumio, offline_government_id, selfie, government_id, identity_manual}","t","Park Slope","Apartment","Entire home/apt","5","1.0","2.0","3.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50}","4","31","flexible","$140.00"
"9409367","48789180","2015-11-11","within an hour","100%","","f","1.0","{email, phone, google, amex, reviews, jumio}","t","Murray Hill","Apartment","Entire home/apt","9","1.0","4.0","5.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace}","1","1","strict","$450.00"
